"1",68.771,1122.148,441,50,0.473858187875715,40,36,10,31,3
"1",15.442,1353.555,486,55,0.38812776128051,10,9,20,16,2
"1",68.175,1406.733,531,60,0.473750995871659,40,36,20,32,3
"1",46.916,1712.845,558,63,0.444985876729195,30,27,20,18,2
"1",77.746,1662.006,621,70,0.474799739262693,40,36,30,33,3
"1",26.779,1923.22,531,60,0.420334612877526,20,18,20,17,2
"1",75.755,1962.096,531,60,0.473750995871659,40,36,20,19,2
"1",263.48,1770.853,567,64,0.57356703121605,90,81,20,24,2
"1",192.113,1963.174,567,64,0.519774027667125,60,54,20,21,2
"1",111.418,2077.147,567,64,0.504752661693344,50,45,20,20,2
"1",212.58,2200.362,540,61,0.537359310494677,70,63,20,22,2
"1",399.61,2144.687,567,64,0.56558557253567,80,82,20,23,2
"1",77.157,2465.707,801,90,0.475393640906786,40,36,50,35,3
"1",77.351,2476.307,711,80,0.474889548779605,40,36,40,34,3
